filename,mean_r,mean_g,mean_b,st_dev,skewness,diff_rg,diff_rb,diff_gb,enegry,entropy,contrast,homogeneity,cloud_cover_fixed,cloud_type
A_101img.png,80.722368,113.357568,154.223488,2.3243129886983045,0.12400137666720548,-32.6352,-73.50112,-40.86592,7035532,39148.9357819055,23597,9896.913492063495,0.0,0
A_8img.png,77.005248,106.483776,145.521024,4.1817342279367535,0.05154945535513223,-29.47852800000001,-68.51577600000002,-39.037248000000005,4820260,35778.45740491805,20424,10158.969047619048,0.0,0
A_31img.png,84.591104,117.328576,159.010112,3.2842819738830853,0.56803674855809,-32.737472,-74.41900799999999,-41.681535999999994,5025398,36641.45129988251,27435,9666.845403615991,0.001664,0
A_219img.png,97.200768,126.807744,166.16768,2.491571537210682,1.1741705220123295,-29.606976000000003,-68.966912,-39.35993599999999,6342666,37857.16805433835,44046,9188.259282097853,0.014208,0
A_95img.png,89.583232,124.743616,168.918784,3.7840613611632468,0.07819547882985114,-35.16038400000001,-79.33555199999999,-44.175167999999985,4140216,35838.6500896397,25067,9781.632178932181,0.0,0
A_150img.png,98.363072,132.473152,176.19904,3.795470067903885,0.20958281594553002,-34.110079999999996,-77.835968,-43.725888,4400226,36081.95108103945,27678,9762.788492063497,0.002688,0
A_27img.png,88.329472,119.732672,160.035328,2.0257952953339164,0.16916012362756674,-31.4032,-71.705856,-40.302656,8810458,40699.4243508103,19893,10207.276190476186,0.0,0
A_60img.png,70.629952,96.629184,131.299392,2.9074238476003966,0.14226443106927683,-25.999231999999992,-60.66944000000001,-34.67020800000002,5609770,37673.57714970023,23302,9869.392857142855,0.0,0
A_216img.png,111.319616,140.257152,177.634944,2.995876588673541,0.3577950901224888,-28.937535999999994,-66.315328,-37.377792,4694944,36189.988580917845,41541,9126.26403548144,0.209408,0
A_119img.png,83.354368,116.185664,157.47008,2.294278464196306,0.2087474979349129,-32.83129600000001,-74.115712,-41.28441599999999,7356864,39564.01672379773,22074,9963.083333333338,0.0,0
A_135img.png,144.69696,172.180672,204.124608,7.531230370259096,0.34344454309443107,-27.483711999999997,-59.427648000000005,-31.943936000000008,1766156,29824.26189985482,51435,9035.684998433813,0.989184,0
A_93img.png,106.783168,140.573504,182.025856,4.572113443193377,0.040120625857034235,-33.79033600000001,-75.242688,-41.45235199999999,3587932,34525.54749765767,29017,9722.331468531469,0.015296,0
A_126img.png,83.986176,123.761856,172.302528,5.407042437425741,0.04924736171497958,-39.775679999999994,-88.316352,-48.540672,3233648,33910.284180379145,21494,10089.353571428575,0.0,0
A_88img.png,82.84448,114.5536,154.316096,2.5875578888127295,0.06963134533772129,-31.70912,-71.47161599999998,-39.762495999999985,6507622,38697.200472932076,21979,10026.635714285718,0.0,0
A_214img.png,93.46752,127.894848,171.652032,4.520796641911884,0.30401320215654043,-34.427328,-78.184512,-43.757183999999995,4215036,35494.052777931916,21563,10063.261111111111,0.00288,0
A_148img.png,84.27072,124.196736,172.730176,5.664443530298145,0.14794978551779797,-39.926016000000004,-88.459456,-48.53344,3024716,33868.5152882367,20424,10127.369047619051,0.0,0
A_87img.png,88.350848,119.789376,159.237184,3.311439196246132,0.24199760120710895,-31.438528000000005,-70.88633600000001,-39.44780800000001,4981794,37035.17032957886,22522,9948.967857142858,0.00384,0
A_75img.png,73.489344,106.222272,149.549376,2.9343621251326857,0.04977465731591231,-32.732928,-76.06003199999999,-43.32710399999999,5137588,37488.35988240722,25980,9601.923809523812,0.0,0
A_68img.png,69.381568,109.519488,159.201856,4.7485637072835045,0.11255178265877379,-40.137919999999994,-89.82028799999999,-49.682368,3670968,34998.93966246017,21057,10110.983333333332,0.0,0
A_217img.png,104.727552,134.230016,172.815296,2.469202834518224,0.4889648960869685,-29.502464000000003,-68.08774399999999,-38.58527999999998,6184748,37836.20822105636,41455,9317.267583293908,0.026368,0
A_98img.png,76.585344,113.243776,159.248192,3.4487275812014317,0.48236205185748954,-36.65843199999999,-82.66284799999998,-46.00441599999999,5812358,37593.35566969734,18179,10365.683333333336,0.0,0
A_71img.png,101.23232,135.175552,176.777984,4.508048972238246,-0.01426160393224156,-33.94323200000001,-75.545664,-41.60243199999999,3137200,33821.84129496179,36453,9229.109330843743,0.002176,0
A_14img.png,95.413056,117.768192,148.540032,6.179001291683115,-0.01693329050768446,-22.355136,-53.126976,-30.771839999999997,2770548,32807.47271428456,22160,9996.258333333333,0.506176,0
A_80img.png,85.619776,125.6208,172.549248,6.185581247148837,0.11706733394904664,-40.001024,-86.929472,-46.928448,2751740,33254.584682955414,21280,10074.477380952383,0.0,0
A_195img.png,78.484416,112.330048,154.44768,4.3756901174667595,0.03453625934574843,-33.84563200000001,-75.963264,-42.117631999999986,4055456,35739.35218606649,19094,10307.570238095237,0.0,0
A_82img.png,81.602496,116.558144,161.655488,2.9503322808341963,0.20725690735880367,-34.955648,-80.05299199999999,-45.09734399999999,6170002,38188.38845674427,19521,10231.469047619046,0.0,0
A_149img.png,83.913664,124.1152,172.79488,5.979213815332444,0.23436802940009763,-40.201536000000004,-88.88121600000001,-48.679680000000005,2980298,33872.70310691387,20277,10150.784523809523,0.0,0
A_121img.png,75.056064,108.867776,150.679296,2.198396291150481,0.2585931549996627,-33.811712,-75.62323199999999,-41.81151999999999,7118670,39207.164838850505,26862,9669.000000000002,0.0,0
A_94img.png,97.310016,131.565376,174.225664,4.035400099637917,0.36822727276078193,-34.25535999999998,-76.91564799999999,-42.66028800000001,3980236,35410.50559960312,25023,9786.476587301586,0.0,0
A_165img.png,81.282368,113.916352,155.35712,1.3282176824532816,0.03960877635471523,-32.633984,-74.074752,-41.440768000000006,14220156,43681.87593062954,21109,10075.233333333335,0.0,0
A_33img.png,75.74304,110.049216,152.755264,4.803087001873674,0.4152960624243584,-34.30617600000001,-77.01222400000002,-42.70604800000001,3421624,34424.893418900094,29558,9798.246073355613,0.000256,0
A_21img.png,95.63584,129.924864,173.70976,3.2181994310615676,0.21925029283381162,-34.28902400000001,-78.07391999999999,-43.784895999999975,5188548,37170.00384162516,23444,9949.173881673887,0.000192,0
A_124img.png,93.374976,131.36544,177.257856,4.023230817636687,0.4060411175448537,-37.990464,-83.88288,-45.892416,4077256,35448.18261664364,24316,9828.469913419918,0.0,0
A_188img.png,96.10528,128.420736,168.802048,4.811731578380705,-1.225974457688241,-32.31545600000001,-72.69676800000002,-40.38131200000001,3508906,34213.9865489115,57399,9397.334027895855,0.001216,0
A_167img.png,83.157376,116.610752,158.568576,3.4426094509911014,0.505010403125035,-33.453376000000006,-75.41120000000001,-41.957824,4800726,36386.72062058033,26320,9732.320670995672,0.0,0
A_92img.png,84.633408,125.081088,173.032512,6.087167025834731,0.11940537191617698,-40.44767999999999,-88.399104,-47.951424,2779548,33308.60240328654,20742,10089.359523809528,0.0,0
A_74img.png,78.085952,111.163456,154.87904,3.4337541090046027,0.31844007802794977,-33.07750399999999,-76.793088,-43.71558400000001,4883428,36449.24268319649,23975,9832.852380952381,0.0,0
A_169img.png,76.235904,110.582336,153.14208,4.775037647664187,0.34487363708555835,-34.34643199999999,-76.90617599999999,-42.559743999999995,3471986,34494.16668072612,27901,9822.27971925736,0.0,0
A_13img.png,87.655744,110.370624,140.6864,5.43545047478121,0.08589628820302361,-22.714880000000008,-53.03065599999999,-30.315775999999985,3093142,33978.45619261117,22230,9960.699999999999,0.210368,0
